a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG3b,"Bromus erectus grassland, Centaurea nigra sub-community",CG3
a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG3c,"Bromus erectus grassland, Knautia arvensis-Bellis perennis sub-community",CG3
a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG3d,"Bromus erectus grassland, Festuca rubra-Festuca arundinacea sub-community",CG3
a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG4,Brachypodium pinnatum grassland,CG4
a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG4a,"Brachypodium pinnatum grassland, Avenula pratensis-Thymus praecox sub-community",CG4
a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG4b,"Brachypodium pinnatum grassland, Centaurea nigra-Leontodon hispidus sub-community",CG4
a3:a3:spirodela polyrhiza-hydrocharis morsus-ranae community,CG4c,"Brachypodium pinnatum grassland, Holcus lanatus sub-community",CG4
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG5,Bromus erectus-Brachypodium pinnatum grassland,CG5
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG5a,"Bromus erectus-Brachypodium pinnatum grassland, typical sub-community",CG5
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG5b,"Bromus erectus-Brachypodium pinnatum grassland, Hieracium spp. sub-community",CG5
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG6,Avenula pubescens grassland,CG6
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG6a,"Avenula pubescens grassland, Dactylis glomerata-Briza media sub-community",CG6
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG6b,"Avenula pubescens grassland, Potentilla reptans-Tragopogon pratensis sub-community",CG6
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG7,Festuca ovina-Hieracium pilosella-Thymus praecox/pulegioides grassland,CG7
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG7a,"Festuca ovina-Hieracium pilosella-Thymus praecox/pulegioides grassland, Koeleria macrantha sub-community",CG7
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG7b,"Festuca ovina-Hieracium pilosella-Thymus praecox/pulegioides grassland, Cladonia spp. sub-community",CG7
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG7c,"Festuca ovina-Hieracium pilosella-Thymus praecox/pulegioides grassland, Ditrichum flexicaule-Diploschistes scruposus var. bryophilus sub-community",CG7
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG7d,"Festuca ovina-Hieracium pilosella-Thymus praecox/pulegioides grassland, Fragaria vesca-Erigeron acer sub-community",CG7
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG7e,"Festuca ovina-Hieracium pilosella-Thymus praecox/pulegioides grassland, Medicago lupulina-Rumex acetosa sub-community",CG7
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG8,Sesleria albicans-Scabiosa columbaria grassland,CG8
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG8a,"Sesleria albicans-Scabiosa columbaria grassland, Hypericum pulchrum-Carlina vulgaris sub-community",CG8
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG8b,"Sesleria albicans-Scabiosa columbaria grassland, Avenula pubescens sub-community",CG8
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG8c,"Sesleria albicans-Scabiosa columbaria grassland, Hieracium pilosella sub-community",CG8
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG9,Sesleria albicans-Galium sterneri grassland,CG9
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG9a,"Sesleria albicans-Galium sterneri grassland, Helianthemum canum-Asperula cynanchica sub-community",CG9
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG9b,"Sesleria albicans-Galium sterneri grassland, typical sub-community",CG9
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG9c,"Sesleria albicans-Galium sterneri grassland, Carex pulicaris-Carex panicea sub-community",CG9
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG9d,"Sesleria albicans-Galium sterneri grassland, Carex capillaris-Kobresia simpliciuscula sub-community",CG9
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,CG9e,"Sesleria albicans-Galium sterneri grassland, Saxifraga hypnoides-Cochlearia alpina sub-community",CG9
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,H1,Calluna vulgaris-Festuca ovina heath,H1
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,H10,Calluna vulgaris-Erica cinerea heath,H10
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,H10a,"Calluna vulgaris-Erica cinerea heath, typical sub-community",H10
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,H10b,"Calluna vulgaris-Erica cinerea heath, Racomitrium lanuginosum sub-community",H10
a4:a4:hydrocharis morsus-ranae-stratiotes aloides community,H10c,"Calluna vulgaris-Erica cinerea heath, Festuca ovina-Anthoxanthum odoratum sub-community",H10
a5:a5:ceratophyllum demersum community,H10d,"Calluna vulgaris-Erica cinerea heath, Thymus praecox-Carex pulicaris sub-community",H10
a5:a5:ceratophyllum demersum community,H11,Calluna vulgaris-Carex arenaria heath,H11
a5:a5:ceratophyllum demersum community,H11a,"Calluna vulgaris-Carex arenaria heath, Erica cinerea sub-community",H11
a5:a5:ceratophyllum demersum community,H11b,"Calluna vulgaris-Carex arenaria heath, Empetrum nigrum ssp. nigrum sub-community",H11
a5:a5:ceratophyllum demersum community,H11c,"Calluna vulgaris-Carex arenaria heath, species-poor sub-community",H11
a5:a5:ceratophyllum demersum community,H12,Calluna vulgaris-Vaccinium myrtillus heath,H12
a5:a5:ceratophyllum demersum community,H12a,"Calluna vulgaris-Vaccinium myrtillus heath, Calluna vulgaris sub-community",H12
a5:a5:ceratophyllum demersum community,H12b,"Calluna vulgaris-Vaccinium myrtillus heath, Vaccinium vitis-idaea-Cladonia impexa sub-community",H12
a5:a5:ceratophyllum demersum community,H12c,"Calluna vulgaris-Vaccinium myrtillus heath, Galium saxatile-Festuca ovina sub-community",H12
a5:a5:ceratophyllum demersum community,H13,Calluna vulgaris-Cladonia arbuscula heath,H13
a5:a5:ceratophyllum demersum community,H13a,"Calluna vulgaris-Cladonia arbuscula heath, Cladonia arbuscula-Cladonia rangiferina sub-community",H13
a5:a5:ceratophyllum demersum community,H13b,"Calluna vulgaris-Cladonia arbuscula heath, Empetrum nigrum ssp. hermaphroditum-Cetraria nivalis sub-community",H13
a5:a5:ceratophyllum demersum community,H13c,"Calluna vulgaris-Cladonia arbuscula heath, Cladonia crispata-Loiseleuria procumbens sub-community",H13
a5:a5:ceratophyllum demersum community,H14,Calluna vulgaris-Racomitrium lanuginosum heath,H14
a5:a5:ceratophyllum demersum community,H14a,"Calluna vulgaris-Racomitrium lanuginosum heath, Festuca ovina sub-community",H14
a5:a5:ceratophyllum demersum community,H14b,"Calluna vulgaris-Racomitrium lanuginosum heath, Empetrum nigrum ssp. hermaphroditum sub-community",H14
a5:a5:ceratophyllum demersum community,H14c,"Calluna vulgaris-Racomitrium lanuginosum heath, Arctostaphylos uva-ursi sub-community",H14
a5:a5:ceratophyllum demersum community,H15,Calluna vulgaris-Juniperus communis ssp. nana heath,H15
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H16,Calluna vulgaris-Arctostaphylos uva-ursi heath,H16
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H16a,"Calluna vulgaris-Arctostaphylos uva-ursi heath, Pyrola media-Lathyrus montanus sub-community",H16
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H16b,"Calluna vulgaris-Arctostaphylos uva-ursi heath, Vaccinium myrtillus-Vaccinium vitis-idaea sub-community",H16
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H16c,"Calluna vulgaris-Arctostaphylos uva-ursi heath, Cladonia spp. sub-community",H16
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H17,Calluna vulgaris-Arctostaphylos alpinus heath,H17
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H17a,"Calluna vulgaris-Arctostaphylos alpinus heath, Loiseleuria procumbens-Cetraria glauca sub-community",H17
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H17b,"Calluna vulgaris-Arctostaphylos alpinus heath, Empetrum nigrum ssp. nigrum sub-community",H17
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H18,Vaccinium myrtillus-Deschampsia flexuosa heath,H18
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H18a,"Vaccinium myrtillus-Deschampsia flexuosa heath, Hylocomium splendens-Rhytidiadelphus loreus sub-community",H18
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H18b,"Vaccinium myrtillus-Deschampsia flexuosa heath, Alchemilla alpina-Carex pilulifera sub-community",H18
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H18c,"Vaccinium myrtillus-Deschampsia flexuosa heath, Racomitrium lanuginosum-Cladonia spp. sub-community",H18
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H19,Vaccinium myrtillus-Cladonia arbuscula heath,H19
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H19a,"Vaccinium myrtillus-Cladonia arbuscula heath, Festuca ovina-Galium saxatile sub-community",H19
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H19b,"Vaccinium myrtillus-Cladonia arbuscula heath, Racomitrium lanuginosum sub-community",H19
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H19c,"Vaccinium myrtillus-Cladonia arbuscula heath, Empetrum nigrum ssp. hermaphroditum-Cladonia spp. sub-community",H19
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H1a,"Calluna vulgaris-Festuca ovina heath, Hypnum cupressiforme sub-community",H1
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H1b,"Calluna vulgaris-Festuca ovina heath, Hypogymnia physodes-Cladonia impexa sub-community",H1
"a5:a5a:ceratophyllum demersum community, ranunculus circinatus sub-community",H1c,"Calluna vulgaris-Festuca ovina heath, Teucrium scorodonia sub-community",H1
"a5:a5b:ceratophyllum demersum community, lemna minor sub-community",H1d,"Calluna vulgaris-Festuca ovina heath, Carex arenaria sub-community",H1
"a5:a5b:ceratophyllum demersum community, lemna minor sub-community",H1e,"Calluna vulgaris-Festuca ovina heath, species-poor sub-community",H1
"a5:a5b:ceratophyllum demersum community, lemna minor sub-community",H2,Calluna vulgaris-Ulex minor heath,H2
"a5:a5b:ceratophyllum demersum community, lemna minor sub-community",H20,Vaccinium myrtillus-Racomitrium lanuginosum heath,H20
"a5:a5b:ceratophyllum demersum community, lemna minor sub-community",H20a,"Vaccinium myrtillus-Racomitrium lanuginosum heath, Viola riviniana-Thymus praecox sub-community",H20
"a5:a5b:ceratophyllum demersum community, lemna minor sub-community",H20b,"Vaccinium myrtillus-Racomitrium lanuginosum heath, Cetraria islandica sub-community",H20
a7:a7:nymphaea alba community,H20c,"Vaccinium myrtillus-Racomitrium lanuginosum heath, Bazzania tricrenata-Mylia taylori sub-community",H20
a7:a7:nymphaea alba community,H20d,"Vaccinium myrtillus-Racomitrium lanuginosum heath, Rhytidiadelphus loreus-Hylocomium splendens sub-community",H20
a7:a7:nymphaea alba community,H21,Calluna vulgaris-Vaccinium myrtillus-Sphagnum capillifolium heath,H21
a7:a7:nymphaea alba community,H21a,"Calluna vulgaris-Vaccinium myrtillus-Sphagnum capillifolium heath, Calluna vulgaris-Pteridium aquilinum sub-community",H21
a7:a7:nymphaea alba community,H21b,"Calluna vulgaris-Vaccinium myrtillus-Sphagnum capillifolium heath, Mastigophora woodsii-Herbertus aduncus ssp. hutchinsiae sub-community",H21
a7:a7:nymphaea alba community,H22,Vaccinium myrtillus-Rubus chamaemorus heath,H22
a7:a7:nymphaea alba community,H22a,"Vaccinium myrtillus-Rubus chamaemorus heath, Polytrichum commune-Galium saxatile sub-community",H22
a7:a7:nymphaea alba community,H22b,"Vaccinium myrtillus-Rubus chamaemorus heath, Plagiothecium undulatum-Anastrepta orcadensis sub-community",H22
a7:a7:nymphaea alba community,H2a,"Calluna vulgaris-Ulex minor heath, typical sub-community",H2
a7:a7:nymphaea alba community,H2b,"Calluna vulgaris-Ulex minor heath, Vaccinium myrtillus sub-community",H2
a7:a7:nymphaea alba community,H2c,"Calluna vulgaris-Ulex minor heath, Molinia caerulea sub-community",H2
a7:a7:nymphaea alba community,H3,Ulex minor-Agrostis curtisii heath,H3
a7:a7:nymphaea alba community,H3a,"Ulex minor-Agrostis curtisii heath, typical sub-community",H3
a7:a7:nymphaea alba community,H3b,"Ulex minor-Agrostis curtisii heath, Cladonia spp. sub-community",H3
a7:a7:nymphaea alba community,H3c,"Ulex minor-Agrostis curtisii heath, Agrostis curtisii sub-community",H3
a7:a7:nymphaea alba community,H4,Ulex gallii-Agrostis curtisii heath,H4
a7:a7:nymphaea alba community,H4a,"Ulex gallii-Agrostis curtisii heath, Agrostis curtisii-Erica cinerea sub-community",H4
"a7:a7a:nymphaea alba community, species-poor sub-community",H4b,"Ulex gallii-Agrostis curtisii heath, Festuca ovina sub-community",H4
"a7:a7a:nymphaea alba community, species-poor sub-community",H4c,"Ulex gallii-Agrostis curtisii heath, Erica tetralix sub-community",H4
"a7:a7a:nymphaea alba community, species-poor sub-community",H4d,"Ulex gallii-Agrostis curtisii heath, Scirpus cespitosus sub-community",H4
"a7:a7a:nymphaea alba community, species-poor sub-community",H5,Erica vagans-Schoenus nigricans heath,H5
"a7:a7a:nymphaea alba community, species-poor sub-community",H5a,"Erica vagans-Schoenus nigricans heath, typical sub-community",H5
"a7:a7a:nymphaea alba community, species-poor sub-community",H5b,"Erica vagans-Schoenus nigricans heath, Eleocharis multicaulis sub-community",H5
"a7:a7a:nymphaea alba community, species-poor sub-community",H6,Erica vagans-Ulex europaeus heath,H6
"a7:a7a:nymphaea alba community, species-poor sub-community",H6a,"Erica vagans-Ulex europaeus heath, typical sub-community",H6
"a7:a7a:nymphaea alba community, species-poor sub-community",H6b,"Erica vagans-Ulex europaeus heath, Festuca ovina sub-community",H6
"a7:a7a:nymphaea alba community, species-poor sub-community",H6c,"Erica vagans-Ulex europaeus heath, Agrostis curtisii sub-community",H6
"a7:a7a:nymphaea alba community, species-poor sub-community",H6d,"Erica vagans-Ulex europaeus heath, Molinia caerulea sub-community",H6
"a7:a7a:nymphaea alba community, species-poor sub-community",H7,Calluna vulgaris-Scilla verna heath,H7
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H7a,"Calluna vulgaris-Scilla verna heath, Armeria maritima sub-community",H7
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H7b,"Calluna vulgaris-Scilla verna heath, Viola riviniana sub-community",H7
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H7c,"Calluna vulgaris-Scilla verna heath, Erica tetralix sub-community",H7
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H7d,"Calluna vulgaris-Scilla verna heath, Empetrum nigrum ssp. nigrum sub-community",H7
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H7e,"Calluna vulgaris-Scilla verna heath, Calluna vulgaris sub-community",H7
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H8,Calluna vulgaris-Ulex gallii heath,H8
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H8a,"Calluna vulgaris-Ulex gallii heath, species-poor sub-community",H8
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H8b,"Calluna vulgaris-Ulex gallii heath, Danthonia decumbens sub-community",H8
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H8c,"Calluna vulgaris-Ulex gallii heath, Sanguisorba minor sub-community",H8
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H8d,"Calluna vulgaris-Ulex gallii heath, Scilla verna sub-community",H8
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H8e,"Calluna vulgaris-Ulex gallii heath, Vaccinium myrtillus sub-community",H8
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H9,Calluna vulgaris-Deschampsia flexuosa heath,H9
"a7:a7b:nymphaea alba community, juncus bulbosus-potamogeton polygonifolius sub-community",H9a,"Calluna vulgaris-Deschampsia flexuosa heath, Hypnum cupressiforme sub-community",H9
a8:a8:nuphar lutea community,H9b,"Calluna vulgaris-Deschampsia flexuosa heath, Vaccinium myrtillus-Cladonia spp. sub-community",H9
a8:a8:nuphar lutea community,H9c,"Calluna vulgaris-Deschampsia flexuosa heath, species-poor sub-community",H9
a8:a8:nuphar lutea community,H9d,"Calluna vulgaris-Deschampsia flexuosa heath, Galium saxatile sub-community",H9
a8:a8:nuphar lutea community,H9e,"Calluna vulgaris-Deschampsia flexuosa heath, Molinia caerulea sub-community",H9
a8:a8:nuphar lutea community,M1,Sphagnum auriculatum bog pool community,M1
a8:a8:nuphar lutea community,M10,Carex dioica-Pinguicula vulgaris mire,M10
a8:a8:nuphar lutea community,M10a,"Carex dioica-Pinguicula vulgaris mire, Carex demissa-Juncus bulbosus/kochii sub-community",M10
a8:a8:nuphar lutea community,M10b,"Carex dioica-Pinguicula vulgaris mire, Briza media-Primula farinosa sub-community",M10
a8:a8:nuphar lutea community,M10c,"Carex dioica-Pinguicula vulgaris mire, Gymnostomum recurvirostrum sub-community",M10
a8:a8:nuphar lutea community,M11,Carex demissa-Saxifraga aizoides mire,M11
a8:a8:nuphar lutea community,M11a,"Carex demissa-Saxifraga aizoides mire, Thalictrum alpinum-Juncus triglumis sub-community",M11
a8:a8:nuphar lutea community,M11b,"Carex demissa-Saxifraga aizoides mire, Cratoneuron commutatum-Eleocharis quinqueflora sub-community",M11
a8:a8:nuphar lutea community,M12,Carex saxatilis mire,M12
a8:a8:nuphar lutea community,M13,Schoenus nigricans-Juncus subnodulosus mire,M13
a8:a8:nuphar lutea community,M13a,"Schoenus nigricans-Juncus subnodulosus mire, Festuca rubra-Juncus acutiflorus sub-community",M13
a8:a8:nuphar lutea community,M13b,"Schoenus nigricans-Juncus subnodulosus mire, Briza media-Pinguicula vulgaris sub-community",M13
a8:a8:nuphar lutea community,M13c,"Schoenus nigricans-Juncus subnodulosus mire, Caltha palustris-Galium uliginosum sub-community",M13
a8:a8:nuphar lutea community,M14,Schoenus nigricans-Narthecium ossifragum mire,M14
a8:a8:nuphar lutea community,M15,Scirpus cespitosus-Erica tetralix wet heath,M15
a8:a8:nuphar lutea community,M15a,"Scirpus cespitosus-Erica tetralix wet heath, Carex panicea sub-community",M15
a8:a8:nuphar lutea community,M15b,"Scirpus cespitosus-Erica tetralix wet heath, typical sub-community",M15
a8:a8:nuphar lutea community,M15c,"Scirpus cespitosus-Erica tetralix wet heath, Cladonia spp. sub-community",M15
a8:a8:nuphar lutea community,M15d,"Scirpus cespitosus-Erica tetralix wet heath, Vaccinium myrtillus sub-community",M15
a8:a8:nuphar lutea community,M16,Erica tetralix-Sphagnum compactum wet heath,M16
