CG5CG5BCG2,CG5b,CG2,0.5
CG6CG6CG2,CG6,CG2,0.5
CG6CG6CG8,CG6,CG8,0.5
CG6CG6CG7,CG6,CG7,0.5
CG6CG6CG6,CG6,CG6,0.5
CG6CG6ACG2,CG6a,CG2,0.5
CG6CG6ACG8,CG6a,CG8,0.5
CG6CG6ACG7,CG6a,CG7,0.5
CG6CG6ACG6,CG6a,CG6,0.5
CG6CG6BCG2,CG6b,CG2,0.5
CG6CG6BCG8,CG6b,CG8,0.5
CG6CG6BCG7,CG6b,CG7,0.5
CG6CG6BCG6,CG6b,CG6,0.5
CG7CG7CG7,CG7,CG7,0.5
CG7CG7CG2,CG7,CG2,0.5
CG7CG7U1,CG7,U1,0.5
CG7CG7ACG7,CG7a,CG7,0.5
CG7CG7ACG2,CG7a,CG2,0.5
CG7CG7AU1,CG7a,U1,0.5
CG7CG7BCG7,CG7b,CG7,0.5
CG7CG7BCG2,CG7b,CG2,0.5
CG7CG7BU1,CG7b,U1,0.5
CG7CG7CCG7,CG7c,CG7,0.5
CG7CG7CCG2,CG7c,CG2,0.5
CG7CG7CU1,CG7c,U1,0.5
CG7CG7DCG7,CG7d,CG7,0.5
CG7CG7DCG2,CG7d,CG2,0.5
CG7CG7DU1,CG7d,U1,0.5
CG7CG7ECG7,CG7e,CG7,0.5
CG7CG7ECG2,CG7e,CG2,0.5
CG7CG7EU1,CG7e,U1,0.5
CG8CG8CG6,CG8,CG6,0.5
CG8CG8W8,CG8,W8,0.5
CG8CG8CG8,CG8,CG8,0.5
CG8CG8ACG6,CG8a,CG6,0.5
CG8CG8AW8,CG8a,W8,0.5
CG8CG8ACG8,CG8a,CG8,0.5
CG8CG8BCG6,CG8b,CG6,0.5
CG8CG8BW8,CG8b,W8,0.5
CG8CG8BCG8,CG8b,CG8,0.5
CG8CG8CCG6,CG8c,CG6,0.5
CG8CG8CW8,CG8c,W8,0.5
CG8CG8CCG8,CG8c,CG8,0.5
CG9CG9CG9,CG9,CG9,0.5
CG9CG9CG10,CG9,CG10,0.5
CG9CG9H10,CG9,H10,0.5
CG9CG9U5,CG9,U5,0.5
CG9CG9U6,CG9,U6,0.5
CG9CG9M18,CG9,M18,0.5
CG9CG9MG3,CG9,MG3,0.5
CG9CG9MG2,CG9,MG2,0.5
CG9CG9W8,CG9,W8,0.5
CG9CG9W9,CG9,W9,0.5
CG9CG9ACG9,CG9a,CG9,0.5
CG9CG9ACG10,CG9a,CG10,0.5
CG9CG9AH10,CG9a,H10,0.5
CG9CG9AU5,CG9a,U5,0.5
CG9CG9AU6,CG9a,U6,0.5
CG9CG9AM18,CG9a,M18,0.5
CG9CG9AMG3,CG9a,MG3,0.5
CG9CG9AMG2,CG9a,MG2,0.5
CG9CG9AW8,CG9a,W8,0.5
CG9CG9AW9,CG9a,W9,0.5
CG9CG9BCG9,CG9b,CG9,0.5
CG9CG9BCG10,CG9b,CG10,0.5
CG9CG9BH10,CG9b,H10,0.5
CG9CG9BU5,CG9b,U5,0.5
CG9CG9BU6,CG9b,U6,0.5
CG9CG9BM18,CG9b,M18,0.5
CG9CG9BMG3,CG9b,MG3,0.5
CG9CG9BMG2,CG9b,MG2,0.5
CG9CG9BW8,CG9b,W8,0.5
CG9CG9BW9,CG9b,W9,0.5
CG9CG9CCG9,CG9c,CG9,0.5
CG9CG9CCG10,CG9c,CG10,0.5
CG9CG9CH10,CG9c,H10,0.5
CG9CG9CU5,CG9c,U5,0.5
CG9CG9CU6,CG9c,U6,0.5
CG9CG9CM18,CG9c,M18,0.5
CG9CG9CMG3,CG9c,MG3,0.5
CG9CG9CMG2,CG9c,MG2,0.5
CG9CG9CW8,CG9c,W8,0.5
CG9CG9CW9,CG9c,W9,0.5
CG9CG9DCG9,CG9d,CG9,0.5
CG9CG9DCG10,CG9d,CG10,0.5
CG9CG9DH10,CG9d,H10,0.5
CG9CG9DU5,CG9d,U5,0.5
CG9CG9DU6,CG9d,U6,0.5
CG9CG9DM18,CG9d,M18,0.5
CG9CG9DMG3,CG9d,MG3,0.5
CG9CG9DMG2,CG9d,MG2,0.5
CG9CG9DW8,CG9d,W8,0.5
CG9CG9DW9,CG9d,W9,0.5
CG9CG9ECG9,CG9e,CG9,0.5
CG9CG9ECG10,CG9e,CG10,0.5
CG9CG9EH10,CG9e,H10,0.5
CG9CG9EU5,CG9e,U5,0.5
CG9CG9EU6,CG9e,U6,0.5
CG9CG9EM18,CG9e,M18,0.5
CG9CG9EMG3,CG9e,MG3,0.5
CG9CG9EMG2,CG9e,MG2,0.5
CG9CG9EW8,CG9e,W8,0.5
CG9CG9EW9,CG9e,W9,0.5
MG1MG1CG2,MG1,CG2,0.5
MG10MG10MG6,MG10,MG6,0.5
MG10MG10MG4,MG10,MG4,0.5
MG10MG10MG10,MG10,MG10,0.5
MG10MG10AMG6,MG10a,MG6,0.5
MG10MG10AMG4,MG10a,MG4,0.5
MG10MG10AMG10,MG10a,MG10,0.5
MG10MG10BMG6,MG10b,MG6,0.5
MG10MG10BMG4,MG10b,MG4,0.5
MG10MG10BMG10,MG10b,MG10,0.5
MG10MG10CMG6,MG10c,MG6,0.5
MG10MG10CMG4,MG10c,MG4,0.5
MG10MG10CMG10,MG10c,MG10,0.5
MG11MG11MG13,MG11,MG13,0.5
MG11MG11MG6,MG11,MG6,0.5
MG11MG11MG11,MG11,MG11,0.5
MG11MG11MG12,MG11,MG12,0.5
MG11MG11AMG13,MG11a,MG13,0.5
MG11MG11AMG6,MG11a,MG6,0.5
MG11MG11AMG11,MG11a,MG11,0.5
MG11MG11AMG12,MG11a,MG12,0.5
MG11MG11BMG13,MG11b,MG13,0.5
MG11MG11BMG6,MG11b,MG6,0.5
MG11MG11BMG11,MG11b,MG11,0.5
MG11MG11BMG12,MG11b,MG12,0.5
MG11MG11CMG13,MG11c,MG13,0.5
MG11MG11CMG6,MG11c,MG6,0.5
MG11MG11CMG11,MG11c,MG11,0.5
MG11MG11CMG12,MG11c,MG12,0.5
MG12MG12MG11,MG12,MG11,0.5
MG12MG12SM18,MG12,SM18,0.5
MG12MG12AMG11,MG12a,MG11,0.5
MG12MG12ASM18,MG12a,SM18,0.5
MG12MG12BMG11,MG12b,MG11,0.5
MG12MG12BSM18,MG12b,SM18,0.5
MG13MG13MG6,MG13,MG6,0.5
MG13MG13MG13,MG13,MG13,0.5
MG13MG13MG11,MG13,MG11,0.5
MG1MG1ACG2,MG1a,CG2,0.5
MG1MG1BCG2,MG1b,CG2,0.5
MG1MG1CCG2,MG1c,CG2,0.5
MG1MG1DCG2,MG1d,CG2,0.5
MG1MG1ECG2,MG1e,CG2,0.5
MG2MG2MG2,MG2,MG2,0.5
MG2MG2W8,MG2,W8,0.5
MG2MG2AMG2,MG2a,MG2,0.5
MG2MG2AW8,MG2a,W8,0.5
MG2MG2BMG2,MG2b,MG2,0.5
MG2MG2BW8,MG2b,W8,0.5
MG3MG3MG3,MG3,MG3,0.5
MG3MG3M26,MG3,M26,0.5
MG3MG3W9,MG3,W9,0.5
MG3MG3W7,MG3,W7,0.5
MG3MG3U4,MG3,U4,0.5
MG3MG3MG6,MG3,MG6,0.5
MG3MG3AMG3,MG3a,MG3,0.5
MG3MG3AM26,MG3a,M26,0.5
MG3MG3AW9,MG3a,W9,0.5
MG3MG3AW7,MG3a,W7,0.5
MG3MG3AU4,MG3a,U4,0.5
MG3MG3AMG6,MG3a,MG6,0.5
MG3MG3BMG3,MG3b,MG3,0.5
MG3MG3BM26,MG3b,M26,0.5
MG3MG3BW9,MG3b,W9,0.5
MG3MG3BW7,MG3b,W7,0.5
MG3MG3BU4,MG3b,U4,0.5
MG3MG3BMG6,MG3b,MG6,0.5
MG4MG4MG9,MG4,MG9,0.5
MG4MG4MG10,MG4,MG10,0.5
MG4MG4S7,MG4,S7,0.5
MG4MG4MG13,MG4,MG13,0.5
MG4MG4MG4,MG4,MG4,0.5
MG4MG4MG6,MG4,MG6,0.5
MG5MG5MG10,MG5,MG10,0.5
MG5MG5MG6,MG5,MG6,0.5
MG5MG5MG3,MG5,MG3,0.5
MG5MG5AMG10,MG5a,MG10,0.5
MG5MG5AMG6,MG5a,MG6,0.5
MG5MG5AMG3,MG5a,MG3,0.5
MG5MG5BMG10,MG5b,MG10,0.5
MG5MG5BMG6,MG5b,MG6,0.5
MG5MG5BMG3,MG5b,MG3,0.5
MG5MG5CMG10,MG5c,MG10,0.5
MG5MG5CMG6,MG5c,MG6,0.5
MG5MG5CMG3,MG5c,MG3,0.5
MG6MG6MG6,MG6,MG6,0.5
MG6MG6MG9,MG6,MG9,0.5
MG6MG6MG10,MG6,MG10,0.5
MG6MG6MG7,MG6,MG7,0.5
MG6MG6AMG6,MG6a,MG6,0.5
MG6MG6AMG9,MG6a,MG9,0.5
MG6MG6AMG10,MG6a,MG10,0.5
MG6MG6AMG7,MG6a,MG7,0.5
MG6MG6BMG6,MG6b,MG6,0.5
MG6MG6BMG9,MG6b,MG9,0.5
MG6MG6BMG10,MG6b,MG10,0.5
MG6MG6BMG7,MG6b,MG7,0.5
MG6MG6CMG6,MG6c,MG6,0.5
MG6MG6CMG9,MG6c,MG9,0.5
MG6MG6CMG10,MG6c,MG10,0.5
MG6MG6CMG7,MG6c,MG7,0.5
MG8MG8MG8,MG8,MG8,0.5
MG8MG8MG5,MG8,MG5,0.5
MG8MG8MG6,MG8,MG6,0.5
MG9MG9MG6,MG9,MG6,0.5
MG9MG9MG9,MG9,MG9,0.5
MG9MG9W7,MG9,W7,0.5
MG9MG9W8,MG9,W8,0.5
MG9MG9AMG6,MG9a,MG6,0.5
MG9MG9AMG9,MG9a,MG9,0.5
MG9MG9AW7,MG9a,W7,0.5
MG9MG9AW8,MG9a,W8,0.5
MG9MG9BMG6,MG9b,MG6,0.5
MG9MG9BMG9,MG9b,MG9,0.5
MG9MG9BW7,MG9b,W7,0.5
MG9MG9BW8,MG9b,W8,0.5
U1U1U1,U1,U1,0.5
U1U1H1,U1,H1,0.5
U1U1H2,U1,H2,0.5
U1U1H8,U1,H8,0.5
U1U1MC5,U1,MC5,0.5
U1U1W16,U1,W16,0.5
U1U1W23,U1,W23,0.5
U1U1W24,U1,W24,0.5
U1U1W25,U1,W25,0.5
U1U1CG7,U1,CG7,0.5
U1U1AU1,U1a,U1,0.5
U1U1AH1,U1a,H1,0.5
U1U1AH2,U1a,H2,0.5
U1U1AH8,U1a,H8,0.5
U1U1AMC5,U1a,MC5,0.5
U1U1AW16,U1a,W16,0.5
U1U1AW23,U1a,W23,0.5
U1U1AW24,U1a,W24,0.5
U1U1AW25,U1a,W25,0.5
U1U1ACG7,U1a,CG7,0.5
U1U1BU1,U1b,U1,0.5
U1U1BH1,U1b,H1,0.5
U1U1BH2,U1b,H2,0.5
U1U1BH8,U1b,H8,0.5
U1U1BMC5,U1b,MC5,0.5
U1U1BW16,U1b,W16,0.5
U1U1BW23,U1b,W23,0.5
U1U1BW24,U1b,W24,0.5
U1U1BW25,U1b,W25,0.5
U1U1BCG7,U1b,CG7,0.5
U1U1CU1,U1c,U1,0.5
U1U1CH1,U1c,H1,0.5
U1U1CH2,U1c,H2,0.5
U1U1CH8,U1c,H8,0.5
U1U1CMC5,U1c,MC5,0.5
U1U1CW16,U1c,W16,0.5
U1U1CW23,U1c,W23,0.5
U1U1CW24,U1c,W24,0.5
U1U1CW25,U1c,W25,0.5
U1U1CCG7,U1c,CG7,0.5
U1U1DU1,U1d,U1,0.5
U1U1DH1,U1d,H1,0.5
U1U1DH2,U1d,H2,0.5
U1U1DH8,U1d,H8,0.5
U1U1DMC5,U1d,MC5,0.5
U1U1DW16,U1d,W16,0.5
U1U1DW23,U1d,W23,0.5
U1U1DW24,U1d,W24,0.5
U1U1DW25,U1d,W25,0.5
U1U1DCG7,U1d,CG7,0.5
U1U1EU1,U1e,U1,0.5
U1U1EH1,U1e,H1,0.5
U1U1EH2,U1e,H2,0.5
U1U1EH8,U1e,H8,0.5
U1U1EMC5,U1e,MC5,0.5
U1U1EW16,U1e,W16,0.5
U1U1EW23,U1e,W23,0.5
U1U1EW24,U1e,W24,0.5
U1U1EW25,U1e,W25,0.5
U1U1ECG7,U1e,CG7,0.5
U1U1FU1,U1f,U1,0.5
U1U1FH1,U1f,H1,0.5
U1U1FH2,U1f,H2,0.5
U1U1FH8,U1f,H8,0.5
U1U1FMC5,U1f,MC5,0.5
U1U1FW16,U1f,W16,0.5
U1U1FW23,U1f,W23,0.5
U1U1FW24,U1f,W24,0.5
U1U1FW25,U1f,W25,0.5
U1U1FCG7,U1f,CG7,0.5
U2U2W16,U2,W16,0.5
U2U2H2,U2,H2,0.5
U2U2H8,U2,H8,0.5
U2U2W23,U2,W23,0.5
U2U2U1,U2,U1,0.5
U2U2H9,U2,H9,0.5
U2U2U5,U2,U5,0.5
U2U2M4,U2,M4,0.5
U2U2M5,U2,M5,0.5
U2U2M6,U2,M6,0.5
U2U2M7,U2,M7,0.5
U2U2M8,U2,M8,0.5
U2U2M19,U2,M19,0.5
U2U2AW16,U2a,W16,0.5
U2U2AH2,U2a,H2,0.5
U2U2AH8,U2a,H8,0.5
U2U2AW23,U2a,W23,0.5
U2U2AU1,U2a,U1,0.5
U2U2AH9,U2a,H9,0.5
U2U2AU5,U2a,U5,0.5
U2U2AM4,U2a,M4,0.5
U2U2AM5,U2a,M5,0.5
U2U2AM6,U2a,M6,0.5
U2U2AM7,U2a,M7,0.5
U2U2AM8,U2a,M8,0.5
U2U2AM19,U2a,M19,0.5
U2U2BW16,U2b,W16,0.5
U2U2BH2,U2b,H2,0.5
U2U2BH8,U2b,H8,0.5
U2U2BW23,U2b,W23,0.5
U2U2BU1,U2b,U1,0.5
U2U2BH9,U2b,H9,0.5
U2U2BU5,U2b,U5,0.5
U2U2BM4,U2b,M4,0.5
U2U2BM5,U2b,M5,0.5
U2U2BM6,U2b,M6,0.5
U2U2BM7,U2b,M7,0.5
U2U2BM8,U2b,M8,0.5
U2U2BM19,U2b,M19,0.5
U3U3M14,U3,M14,0.5
U3U3M25,U3,M25,0.5
U3U3M15,U3,M15,0.5
U3U3H12,U3,H12,0.5
U3U3M17,U3,M17,0.5
U3U3U4,U3,U4,0.5
U3U3MG6,U3,MG6,0.5
U3U3W23,U3,W23,0.5
U3U3U20,U3,U20,0.5
U4U4U4,U4,U4,0.5
U4U4U1,U4,U1,0.5
U4U4M23,U4,M23,0.5
U4U4M18,U4,M18,0.5
U4U4M25,U4,M25,0.5
U4U4U5,U4,U5,0.5
U4U4H18,U4,H18,0.5
U4U4CG10,U4,CG10,0.5
U4U4CG11,U4,CG11,0.5
U4U4CG9,U4,CG9,0.5
U4U4CG2,U4,CG2,0.5
U4U4W11,U4,W11,0.5
U4U4H2,U4,H2,0.5
U4U4H8,U4,H8,0.5
U4U4H10,U4,H10,0.5
U4U4H7,U4,H7,0.5
U4U4H12,U4,H12,0.5
U4U4H9,U4,H9,0.5
U4U4W23,U4,W23,0.5
U4U4U20,U4,U20,0.5
U4U4AU4,U4a,U4,0.5
U4U4AU1,U4a,U1,0.5
U4U4AM23,U4a,M23,0.5
U4U4AM18,U4a,M18,0.5
U4U4AM25,U4a,M25,0.5
U4U4AU5,U4a,U5,0.5
U4U4AH18,U4a,H18,0.5
U4U4ACG10,U4a,CG10,0.5
U4U4ACG11,U4a,CG11,0.5
U4U4ACG9,U4a,CG9,0.5
U4U4ACG2,U4a,CG2,0.5
U4U4AW11,U4a,W11,0.5
U4U4AH2,U4a,H2,0.5
U4U4AH8,U4a,H8,0.5
U4U4AH10,U4a,H10,0.5
U4U4AH7,U4a,H7,0.5
U4U4AH12,U4a,H12,0.5
U4U4AH9,U4a,H9,0.5
U4U4AW23,U4a,W23,0.5
U4U4AU20,U4a,U20,0.5
U4U4BU4,U4b,U4,0.5
U4U4BU1,U4b,U1,0.5
U4U4BM23,U4b,M23,0.5
U4U4BM18,U4b,M18,0.5
U4U4BM25,U4b,M25,0.5
U4U4BU5,U4b,U5,0.5
U4U4BH18,U4b,H18,0.5
U4U4BCG10,U4b,CG10,0.5
U4U4BCG11,U4b,CG11,0.5
U4U4BCG9,U4b,CG9,0.5
U4U4BCG2,U4b,CG2,0.5
U4U4BW11,U4b,W11,0.5
U4U4BH2,U4b,H2,0.5
U4U4BH8,U4b,H8,0.5
U4U4BH10,U4b,H10,0.5
U4U4BH7,U4b,H7,0.5
U4U4BH12,U4b,H12,0.5
U4U4BH9,U4b,H9,0.5
U4U4BW23,U4b,W23,0.5
U4U4BU20,U4b,U20,0.5
U4U4CU4,U4c,U4,0.5
U4U4CU1,U4c,U1,0.5
U4U4CM23,U4c,M23,0.5
U4U4CM18,U4c,M18,0.5
U4U4CM25,U4c,M25,0.5
U4U4CU5,U4c,U5,0.5
U4U4CH18,U4c,H18,0.5
U4U4CCG10,U4c,CG10,0.5
U4U4CCG11,U4c,CG11,0.5
U4U4CCG9,U4c,CG9,0.5
U4U4CCG2,U4c,CG2,0.5
U4U4CW11,U4c,W11,0.5
U4U4CH2,U4c,H2,0.5
U4U4CH8,U4c,H8,0.5
U4U4CH10,U4c,H10,0.5
U4U4CH7,U4c,H7,0.5
U4U4CH12,U4c,H12,0.5
U4U4CH9,U4c,H9,0.5
U4U4CW23,U4c,W23,0.5
U4U4CU20,U4c,U20,0.5
U4U4DU4,U4d,U4,0.5
U4U4DU1,U4d,U1,0.5
U4U4DM23,U4d,M23,0.5
U4U4DM18,U4d,M18,0.5
U4U4DM25,U4d,M25,0.5
U4U4DU5,U4d,U5,0.5
U4U4DH18,U4d,H18,0.5
U4U4DCG10,U4d,CG10,0.5
U4U4DCG11,U4d,CG11,0.5
U4U4DCG9,U4d,CG9,0.5
U4U4DCG2,U4d,CG2,0.5
U4U4DW11,U4d,W11,0.5
U4U4DH2,U4d,H2,0.5
U4U4DH8,U4d,H8,0.5
U4U4DH10,U4d,H10,0.5
U4U4DH7,U4d,H7,0.5
U4U4DH12,U4d,H12,0.5
U4U4DH9,U4d,H9,0.5
U4U4DW23,U4d,W23,0.5
U4U4DU20,U4d,U20,0.5
U4U4EU4,U4e,U4,0.5
U4U4EU1,U4e,U1,0.5
U4U4EM23,U4e,M23,0.5
U4U4EM18,U4e,M18,0.5
U4U4EM25,U4e,M25,0.5
U4U4EU5,U4e,U5,0.5
U4U4EH18,U4e,H18,0.5
U4U4ECG10,U4e,CG10,0.5
U4U4ECG11,U4e,CG11,0.5
U4U4ECG9,U4e,CG9,0.5
U4U4ECG2,U4e,CG2,0.5
U4U4EW11,U4e,W11,0.5
U4U4EH2,U4e,H2,0.5
U4U4EH8,U4e,H8,0.5
U4U4EH10,U4e,H10,0.5
U4U4EH7,U4e,H7,0.5
U4U4EH12,U4e,H12,0.5
U4U4EH9,U4e,H9,0.5
U4U4EW23,U4e,W23,0.5
U4U4EU20,U4e,U20,0.5
W1W1W1,W1,W1,0.5
W1W1S25,W1,S25,0.5
W1W1S26,W1,S26,0.5
W1W1W6,W1,W6,0.5
W1W1MG10,W1,MG10,0.5
W1W1MG6,W1,MG6,0.5
W1W1W4,W1,W4,0.5
W10W10W10,W10,W10,0.5
W10W10W6,W10,W6,0.5
W10W10W8,W10,W8,0.5
W10W10W16,W10,W16,0.5
W10W10W24,W10,W24,0.5
W10W10MG10,W10,MG10,0.5
W10W10AW10,W10a,W10,0.5
W10W10AW6,W10a,W6,0.5
W10W10AW8,W10a,W8,0.5
W10W10AW16,W10a,W16,0.5
W10W10AW24,W10a,W24,0.5
W10W10AMG10,W10a,MG10,0.5
W10W10BW10,W10b,W10,0.5
W10W10BW6,W10b,W6,0.5
W10W10BW8,W10b,W8,0.5
W10W10BW16,W10b,W16,0.5
W10W10BW24,W10b,W24,0.5
W10W10BMG10,W10b,MG10,0.5
W10W10CW10,W10c,W10,0.5
W10W10CW6,W10c,W6,0.5
W10W10CW8,W10c,W8,0.5
W10W10CW16,W10c,W16,0.5
W10W10CW24,W10c,W24,0.5
W10W10CMG10,W10c,MG10,0.5
W10W10DW10,W10d,W10,0.5
W10W10DW6,W10d,W6,0.5
W10W10DW8,W10d,W8,0.5
W10W10DW16,W10d,W16,0.5
W10W10DW24,W10d,W24,0.5
W10W10DMG10,W10d,MG10,0.5
W10W10EW10,W10e,W10,0.5
W10W10EW6,W10e,W6,0.5
W10W10EW8,W10e,W8,0.5
W10W10EW16,W10e,W16,0.5
W10W10EW24,W10e,W24,0.5
W10W10EMG10,W10e,MG10,0.5
W2W2W2,W2,W2,0.5
W2W2S25,W2,S25,0.5
W2W2W6,W2,W6,0.5
W2W2W5,W2,W5,0.5
W2W2W3,W2,W3,0.5
W2W2AW2,W2a,W2,0.5
W2W2AS25,W2a,S25,0.5
W2W2AW6,W2a,W6,0.5
W2W2AW5,W2a,W5,0.5
